ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc6d-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc6d-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc6d-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc6d-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc6d-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
513545.5,14.79,2.1,285580.89,8.22
513421.47,14.79,2.1,285141.9,8.21
513141.9,14.78,2.09,285733.72,8.23
512960.65,14.78,2.09,285306.63,8.22
512801.76,14.78,2.09,285629.54,8.23
512601.18,14.78,2.09,285404.63,8.23
512724.98,14.79,2.1,285452.33,8.23
512562.24,14.79,2.1,285267.23,8.23
512562.24,14.79,2.1,285267.23,8.23
512399.5,14.79,2.09,285126.48,8.23
512253.59,14.79,2.09,285507.7,8.24
511238.2,14.79,2.1,285024.22,8.25
511114.16,14.79,2.1,284877.58,8.24
511371.44,14.8,2.11,284727.58,8.24
511612.54,14.81,2.12,285650.56,8.27
511450.41,14.81,2.12,285317.69,8.26
511762.98,14.82,2.13,285417.91,8.27
511762.98,14.82,2.13,285417.91,8.27
511600.24,14.82,2.13,285221.14,8.26
511437.5,14.82,2.13,285020.11,8.26
511291.58,14.82,2.13,285343.06,8.27
511167.54,14.82,2.13,285224.09,8.27
511167.54,14.82,2.13,285224.09,8.27
511175.06,14.83,2.14,284963.51,8.27
511006.07,14.83,2.13,285421.39,8.28
511006.07,14.83,2.13,285421.39,8.28
510812.56,14.83,2.13,285203.3,8.28
510936.36,14.83,2.14,285276.3,8.28
510962.39,14.84,2.15,285106.75,8.28
510799.65,14.84,2.15,285251.14,8.29
510653.73,14.84,2.15,284935.62,8.28
510529.69,14.84,2.15,284971.25,8.28
510348.44,14.84,2.14,285232.07,8.29
510189.55,14.84,2.14,284852.56,8.28
509889.56,14.83,2.14,284560.21,8.28
510132.75,14.84,2.15,285086.66,8.29
510445.32,14.85,2.16,285186.89,8.3
509429.93,14.86,2.16,284703.42,8.3
509429.93,14.86,2.16,284703.42,8.3
509053.13,14.85,2.15,284302.54,8.29
508890.39,14.85,2.15,283984.33,8.29
508916.42,14.85,2.16,283911.54,8.29
509355.24,14.86,2.17,284301.09,8.3
509248.03,14.87,2.17,284163.64,8.3
509066.78,14.87,2.17,283889.98,8.29
508897.79,14.86,2.17,284579.38,8.31
508704.28,14.86,2.17,284683.94,8.32
508549.52,14.86,2.17,284363.29,8.31
508549.52,14.86,2.17,284363.29,8.31
508673.31,14.87,2.18,284436.29,8.31
508838.57,14.88,2.18,284166.15,8.31
508675.83,14.87,2.18,284476.49,8.32
508675.83,14.87,2.18,284476.49,8.32
508718.69,14.88,2.19,284325.45,8.32
508341.89,14.87,2.18,284128.41,8.31
508406.62,14.88,2.18,284007.52,8.31
508644.65,14.89,2.19,284609.3,8.33
508475.66,14.88,2.19,284662.4,8.33
508720.67,14.89,2.2,284940.2,8.34
508844.47,14.9,2.21,284958.6,8.35
508249.03,14.9,2.21,284619.71,8.35
508067.78,14.9,2.21,284849.74,8.35
508067.78,14.9,2.21,284849.74,8.35
507689.26,14.89,2.2,284796.81,8.35
507561.02,14.89,2.2,284577.56,8.35
507326.76,14.89,2.2,284403.8,8.35
507028.76,14.88,2.19,283995.57,8.34
507152.56,14.89,2.2,283956.72,8.34
507178.59,14.9,2.2,283743.56,8.33
507015.85,14.89,2.2,284083.57,8.35
507015.85,14.89,2.2,284083.57,8.35
507308.46,14.91,2.21,283921.48,8.34
507373.19,14.91,2.22,283790.89,8.34
507191.94,14.91,2.22,284322.33,8.36
507033.04,14.91,2.22,283733.68,8.34
506829.44,14.91,2.22,284350.63,8.36
507142.0,14.92,2.23,284450.85,8.37
506979.26,14.92,2.23,284132.65,8.36
506365.32,14.92,2.23,284248.72,8.38
506196.33,14.92,2.23,284163.16,8.38
506002.82,14.92,2.23,284054.33,8.37
506126.62,14.93,2.23,284039.73,8.38
505963.88,14.93,2.23,283785.76,8.37
505989.9,14.93,2.24,284104.14,8.38
505843.99,14.93,2.24,283943.75,8.38
505843.99,14.93,2.24,283943.75,8.38
506047.95,14.94,2.25,283787.2,8.38
505866.7,14.94,2.25,284340.75,8.4
505886.47,14.94,2.25,284287.75,8.4
505692.97,14.94,2.25,284187.76,8.4
505353.69,14.93,2.24,283940.44,8.39
505477.48,14.94,2.25,283901.59,8.39
505642.74,14.95,2.26,283684.41,8.39
505344.74,14.94,2.25,283476.36,8.38
505203.04,14.94,2.25,283901.97,8.4
505224.86,14.95,2.25,283706.59,8.39
505289.59,14.95,2.26,283579.82,8.39
505297.1,14.95,2.26,283410.08,8.39
505128.11,14.95,2.26,284232.03,8.41
504934.6,14.95,2.26,284026.39,8.41
505058.4,14.96,2.27,284044.78,8.41
505058.4,14.96,2.27,284044.78,8.41
504895.66,14.96,2.27,283757.82,8.41
504753.95,14.96,2.27,283948.56,8.42
504587.01,14.96,2.27,283718.09,8.41
503571.62,14.97,2.27,283234.62,8.42
503447.58,14.97,2.27,283227.92,8.42
503286.53,14.97,2.27,283834.82,8.44
503410.32,14.97,2.28,283907.83,8.44
503410.32,14.97,2.28,283907.83,8.44
503247.58,14.97,2.28,283714.56,8.44
502232.2,14.98,2.29,283231.09,8.45
502069.46,14.98,2.29,283050.95,8.44
501923.54,14.98,2.29,283391.61,8.46
501923.54,14.98,2.29,283391.61,8.46
501799.51,14.98,2.29,283150.9,8.45
501601.51,14.97,2.28,283072.38,8.45
501420.26,14.97,2.28,282967.72,8.45
501044.2,14.96,2.27,282569.19,8.44
500885.31,14.96,2.27,282669.49,8.45
501128.5,14.97,2.28,282787.91,8.45
500899.13,14.97,2.28,282608.2,8.45
501215.52,14.98,2.29,282167.07,8.43
501152.01,14.98,2.29,282388.49,8.44
501464.57,14.99,2.3,282488.71,8.45
500449.19,15.0,2.31,282005.24,8.45
500449.19,15.0,2.31,282005.24,8.45
500286.45,15.0,2.31,281730.22,8.45
500312.47,15.0,2.31,281614.24,8.45
500149.73,15.0,2.31,281893.12,8.46
500042.52,15.01,2.31,281638.31,8.45
499861.27,15.0,2.31,281550.84,8.45
499692.28,15.0,2.31,281972.48,8.47
499498.77,15.0,2.31,281764.09,8.46
499622.57,15.01,2.32,281782.49,8.47
499459.83,15.01,2.32,281495.53,8.46
499318.12,15.01,2.32,281831.36,8.47
499151.18,15.01,2.32,281622.55,8.47
498775.61,15.0,2.31,281326.89,8.46
498411.19,15.01,2.32,281051.12,8.46
498287.15,15.01,2.32,280874.48,8.46
498105.9,15.01,2.32,281296.38,8.48
498105.9,15.01,2.32,281296.38,8.48
497090.51,15.01,2.32,280812.91,8.48
497003.62,15.02,2.32,280579.72,8.48
496728.01,15.01,2.32,280225.73,8.47
497067.6,15.02,2.33,280494.8,8.48
496886.35,15.02,2.33,280230.35,8.47
496717.36,15.02,2.33,280146.07,8.47
495701.98,15.03,2.34,279662.6,8.48
495508.47,15.03,2.33,280016.72,8.49
494493.08,15.03,2.34,279533.25,8.5
494616.88,15.04,2.35,279565.45,8.5
494454.14,15.04,2.35,279349.78,8.5
494291.4,15.04,2.35,279228.87,8.5
494145.49,15.04,2.35,279583.49,8.51
494210.21,15.05,2.35,279378.84,8.51
493833.42,15.04,2.34,278992.17,8.49
493652.17,15.04,2.34,279190.89,8.5
493493.27,15.04,2.34,278795.85,8.49
493719.92,15.04,2.35,279302.27,8.51
493843.71,15.05,2.36,279287.66,8.51
493680.97,15.05,2.36,279075.9,8.51
493956.76,15.06,2.37,279417.15,8.52
493982.78,15.07,2.37,279261.16,8.52
493982.78,15.07,2.37,279261.16,8.52
493751.24,15.06,2.37,279000.81,8.51
492735.85,15.07,2.38,278517.34,8.52
492374.15,15.06,2.37,278314.25,8.51
492781.37,15.07,2.38,278707.71,8.52
492467.55,15.07,2.37,278387.53,8.52
492286.3,15.06,2.37,278209.16,8.51
492286.3,15.06,2.37,278209.16,8.51
492286.3,15.06,2.37,278209.16,8.51
492127.41,15.06,2.37,278785.36,8.53
492127.41,15.06,2.37,278785.36,8.53
492431.61,15.07,2.38,279077.94,8.54
492744.18,15.09,2.4,279178.16,8.55
492148.75,15.09,2.4,278767.77,8.55
492048.99,15.09,2.4,279585.54,8.57
492080.54,15.09,2.4,278968.5,8.56
492080.54,15.09,2.4,278968.5,8.56
492204.34,15.1,2.41,279191.16,8.57
492041.6,15.1,2.41,278918.51,8.56
491427.66,15.1,2.41,278918.38,8.57
491329.64,15.1,2.41,279097.97,8.58
490967.14,15.1,2.41,278664.62,8.57
490768.59,15.1,2.4,278358.39,8.56
490892.39,15.11,2.41,278361.34,8.57
490729.65,15.1,2.41,278089.82,8.56
490729.65,15.1,2.41,278089.82,8.56
490587.94,15.11,2.41,278456.34,8.57
490859.52,15.12,2.42,278243.33,8.57
490924.24,15.12,2.43,278096.91,8.57
490742.99,15.12,2.43,278767.12,8.59
490584.1,15.12,2.43,278418.08,8.58
490380.49,15.12,2.43,278519.21,8.59
489365.11,15.12,2.43,278035.74,8.59
489488.91,15.13,2.44,277969.07,8.59
489326.17,15.13,2.44,277851.08,8.59
488947.64,15.12,2.43,277449.6,8.58
488947.64,15.12,2.43,277449.6,8.58
488784.9,15.12,2.43,277329.88,8.58
488638.99,15.12,2.43,277333.86,8.58
488514.95,15.12,2.43,277850.38,8.6
488246.8,15.12,2.43,277360.86,8.59
488370.6,15.13,2.44,277408.56,8.6
488283.77,15.13,2.44,277387.27,8.6
488559.55,15.15,2.45,277163.32,8.59
488396.81,15.14,2.45,277054.16,8.59
487776.62,15.14,2.45,277388.78,8.61
488002.39,15.15,2.46,277576.72,8.62
488002.39,15.15,2.46,277576.72,8.62
488126.18,15.16,2.47,277624.42,8.62
488152.21,15.17,2.47,277454.52,8.62
488152.21,15.17,2.47,277454.52,8.62
488152.21,15.17,2.47,277454.52,8.62
487136.83,15.17,2.48,276971.05,8.63
487302.08,15.18,2.49,276808.21,8.62
487139.34,15.18,2.49,277106.7,8.64
487032.13,15.18,2.49,276941.15,8.63
486850.88,15.18,2.49,276770.99,8.63
486742.12,15.18,2.49,276679.1,8.63
486573.13,15.18,2.49,277166.23,8.65
486379.62,15.18,2.48,277007.67,8.64
486379.62,15.18,2.48,277007.67,8.64
486340.67,15.19,2.49,276742.53,8.64
486198.97,15.19,2.49,277307.33,8.66
486032.02,15.19,2.49,277111.36,8.66
485653.5,15.18,2.48,276877.71,8.65
485653.5,15.18,2.48,276877.71,8.65
485544.73,15.17,2.48,276767.82,8.65
485544.73,15.17,2.48,276767.82,8.65
485420.69,15.17,2.48,276463.0,8.64
485442.32,15.18,2.49,277457.68,8.68
485224.89,15.17,2.48,277240.3,8.67
485348.69,15.18,2.49,277313.31,8.67
485009.41,15.17,2.48,276966.33,8.66
484846.67,15.17,2.48,276708.66,8.66
484683.93,15.17,2.48,276894.19,8.67
484683.93,15.17,2.48,276894.19,8.67
484709.95,15.18,2.48,276765.71,8.67
484602.74,15.18,2.49,276611.93,8.66
484303.49,15.17,2.48,276392.99,8.66
484144.72,15.17,2.47,276234.03,8.65
483963.47,15.17,2.47,276489.49,8.66
483804.58,15.17,2.47,276278.28,8.66
483600.97,15.16,2.47,276220.72,8.66
483724.77,15.17,2.48,276252.91,8.66
483426.77,15.16,2.47,275981.66,8.66
483452.8,15.17,2.48,275816.67,8.65
483294.03,15.16,2.47,275714.23,8.65
483131.29,15.16,2.47,275549.45,8.65
482968.55,15.16,2.47,275823.54,8.66
483462.9,15.18,2.49,275709.56,8.66
483281.65,15.18,2.49,276036.16,8.67
483112.66,15.18,2.49,275828.5,8.67
482919.15,15.18,2.49,276025.17,8.68
482437.59,15.17,2.47,275671.35,8.67
482889.38,15.18,2.49,275698.44,8.67
482915.41,15.19,2.5,275514.73,8.67
483191.19,15.2,2.51,275830.37,8.68
482175.81,15.21,2.51,275346.9,8.68
482029.9,15.21,2.51,274960.3,8.67
482233.86,15.21,2.52,274964.05,8.68
482052.61,15.21,2.52,275874.36,8.71
482221.71,15.22,2.53,275901.32,8.71
481206.33,15.23,2.54,275417.85,8.72
480908.33,15.22,2.53,274494.2,8.69
480893.49,15.22,2.53,275768.31,8.73
480573.49,15.22,2.52,275448.31,8.72
480573.49,15.22,2.52,275448.31,8.72
480886.05,15.23,2.54,275548.53,8.73
480723.31,15.23,2.54,275298.3,8.72
480560.57,15.23,2.54,275496.48,8.73
480586.6,15.23,2.54,275364.75,8.73
480378.6,15.23,2.54,274952.66,8.72
480460.16,15.23,2.54,274862.4,8.72
480242.72,15.23,2.54,274642.92,8.71
479888.66,15.22,2.53,274447.63,8.7
480238.66,15.23,2.54,274847.86,8.72
480069.67,15.23,2.54,274657.42,8.71
479054.29,15.24,2.55,274173.95,8.72
478038.9,15.24,2.55,273690.48,8.73
477845.39,15.24,2.55,274261.77,8.75
478157.96,15.26,2.57,274151.82,8.75
477656.71,15.24,2.55,273581.04,8.73
477493.97,15.24,2.55,273818.09,8.74
477352.26,15.24,2.55,273593.64,8.74
477185.31,15.24,2.55,273469.11,8.74
477592.53,15.26,2.57,273417.77,8.74
477592.53,15.26,2.57,273417.77,8.74
477431.47,15.26,2.57,274701.87,8.78
477924.24,15.28,2.58,275091.7,8.79
477618.06,15.27,2.58,274325.49,8.77
476602.67,15.28,2.59,273842.02,8.78
476726.47,15.29,2.59,273889.73,8.78
476563.73,15.29,2.59,273704.62,8.78
476563.73,15.29,2.59,273704.62,8.78
476400.99,15.29,2.59,273537.64,8.78
476255.07,15.29,2.59,273587.66,8.78
476131.04,15.29,2.59,274032.79,8.8
476083.68,15.29,2.6,274194.99,8.81
476207.48,15.3,2.61,274156.14,8.81
476044.74,15.3,2.61,273926.42,8.8
475903.03,15.3,2.61,274416.38,8.82
475736.08,15.3,2.61,274278.44,8.82
475612.05,15.3,2.61,273979.07,8.81
474596.66,15.31,2.61,273495.6,8.82
473581.28,15.31,2.62,273012.13,8.83
473261.28,15.3,2.61,272692.13,8.82
473100.22,15.3,2.61,273319.52,8.84
473170.92,15.31,2.62,273561.55,8.85
473294.72,15.32,2.62,273546.94,8.85
472279.34,15.32,2.63,273063.47,8.86
472116.6,15.32,2.63,272809.51,8.85
472555.42,15.34,2.65,273208.9,8.87
472409.5,15.34,2.65,272966.08,8.86
472285.47,15.34,2.65,272799.42,8.86
472124.41,15.34,2.65,274146.26,8.91
472248.21,15.35,2.66,274127.18,8.91
471652.77,15.35,2.66,273883.78,8.91
471471.52,15.35,2.66,274017.01,8.92
471471.52,15.35,2.66,274017.01,8.92
471741.06,15.36,2.67,274040.72,8.92
471531.44,15.36,2.66,273485.57,8.91
471244.66,15.35,2.66,273204.28,8.9
471051.15,15.35,2.66,273216.07,8.9
470672.63,15.34,2.65,272886.35,8.89
470712.96,15.35,2.65,272448.26,8.88
470478.7,15.34,2.65,272180.17,8.88
470478.7,15.34,2.65,272180.17,8.88
470519.03,15.35,2.66,271672.37,8.86
470473.55,15.35,2.66,271450.8,8.86
470597.34,15.36,2.67,271436.2,8.86
470001.91,15.36,2.67,271372.88,8.87
469702.81,15.35,2.66,271230.6,8.87
469521.56,15.35,2.66,271067.71,8.86
468506.18,15.36,2.67,270609.75,8.87
468783.99,15.37,2.68,270902.54,8.88
468783.99,15.37,2.68,270902.54,8.88
468783.99,15.37,2.68,270902.54,8.88
468590.48,15.37,2.68,270764.17,8.88
468714.28,15.38,2.69,270767.12,8.88
468714.28,15.38,2.69,270767.12,8.88
468740.3,15.38,2.69,270589.38,8.88
468905.56,15.39,2.7,270924.88,8.89
468628.6,15.39,2.69,270672.23,8.89
468444.69,15.38,2.69,270537.44,8.88
468808.99,15.39,2.7,270342.02,8.88
468684.96,15.4,2.7,271153.9,8.91
468283.71,15.39,2.69,270566.65,8.89
467268.32,15.39,2.7,270083.18,8.9
467107.26,15.39,2.7,270824.87,8.92
466948.5,15.39,2.7,270664.63,8.92
465933.11,15.4,2.7,270181.16,8.93
466056.91,15.4,2.71,270166.56,8.93
465834.02,15.4,2.71,269944.27,8.92
465834.02,15.4,2.71,269944.27,8.92
465671.28,15.4,2.71,269690.3,8.92
465947.06,15.41,2.72,270060.34,8.93
465810.38,15.41,2.71,269756.7,8.92
465609.57,15.4,2.71,270085.58,8.93
465442.62,15.4,2.71,269840.48,8.93
465283.86,15.4,2.7,269682.3,8.92
465283.86,15.4,2.7,269682.3,8.92
465283.86,15.4,2.7,269682.3,8.92
465159.82,15.4,2.7,269484.54,8.92
464795.39,15.4,2.71,269208.78,8.92
464634.34,15.4,2.71,269767.65,8.94
464965.65,15.42,2.73,270082.59,8.96
465199.22,15.43,2.74,269273.88,8.93
464820.7,15.42,2.73,269071.85,8.93
464589.99,15.42,2.72,269461.66,8.94
464408.74,15.42,2.72,269288.93,8.94
464686.55,15.43,2.73,269754.29,8.96
464350.5,15.42,2.73,269482.5,8.95
464350.5,15.42,2.73,269482.5,8.95
464305.01,15.42,2.73,269458.66,8.95
464314.69,15.43,2.73,269196.94,8.94
464299.85,15.43,2.74,269147.12,8.94
464423.65,15.44,2.75,269220.13,8.95
463408.26,15.45,2.75,268736.66,8.96
463245.52,15.45,2.75,268437.29,8.95
463082.78,15.44,2.75,268682.83,8.96
462936.87,15.45,2.75,268489.86,8.96
463140.83,15.46,2.76,268362.18,8.96
462125.44,15.46,2.77,267878.71,8.96
461944.19,15.46,2.77,268338.34,8.98
461581.69,15.46,2.77,267992.49,8.98
461894.26,15.47,2.78,267882.53,8.97
461731.52,15.47,2.78,267730.73,8.97
461568.78,15.47,2.78,268063.24,8.99
461568.78,15.47,2.78,268063.24,8.99
461611.63,15.48,2.79,267920.88,8.98
461611.63,15.48,2.79,267920.88,8.98
461247.21,15.49,2.8,267645.11,8.99
461123.17,15.49,2.8,267430.28,8.98
460941.92,15.49,2.8,267892.74,9.0
460783.03,15.49,2.8,267487.1,8.99
460579.42,15.49,2.79,267612.2,9.0
460472.21,15.49,2.8,267812.3,9.01
460290.96,15.49,2.8,267619.52,9.0
460290.96,15.49,2.8,267619.52,9.0
460310.73,15.49,2.8,267509.24,9.0
460117.22,15.49,2.8,267617.17,9.01
460241.02,15.5,2.81,267605.64,9.01
460078.28,15.5,2.81,267348.61,9.01
459883.96,15.49,2.8,267145.08,9.0
459725.19,15.49,2.8,266986.91,9.0
460009.25,15.5,2.81,267345.61,9.01
459642.45,15.49,2.8,267104.0,9.0
459935.06,15.5,2.81,266961.21,9.0
459811.02,15.51,2.81,267433.18,9.02
459629.77,15.5,2.81,267082.23,9.01
459460.78,15.5,2.81,266879.21,9.01
459267.27,15.5,2.81,267297.49,9.02
459579.84,15.52,2.83,267397.71,9.03
459417.1,15.52,2.83,267083.17,9.02
459417.1,15.52,2.83,267083.17,9.02
458884.65,15.52,2.83,267805.09,9.06
458506.12,15.51,2.82,267419.61,9.05
458818.69,15.52,2.83,267519.83,9.05
458818.69,15.52,2.83,267519.83,9.05
458818.69,15.52,2.83,267519.83,9.05
458844.71,15.53,2.84,267340.91,9.05
458681.97,15.53,2.84,267128.84,9.04
458681.97,15.53,2.84,267128.84,9.04
458708.0,15.53,2.84,267448.26,9.06
458419.54,15.54,2.84,267104.69,9.05
458250.55,15.54,2.84,267612.38,9.07
458057.04,15.53,2.84,267430.09,9.07
458690.97,15.56,2.87,267382.83,9.07
458528.23,15.56,2.86,267184.09,9.07
458365.49,15.56,2.86,267528.48,9.08
458219.57,15.56,2.86,267271.39,9.07
458095.54,15.56,2.87,267143.83,9.07
458103.05,15.56,2.87,267621.87,9.09
458122.83,15.57,2.88,267624.35,9.09
458122.83,15.57,2.88,267624.35,9.09
457929.32,15.57,2.87,267671.47,9.1
457631.32,15.56,2.87,267405.69,9.09
457280.15,15.55,2.86,267219.04,9.09
458005.51,15.57,2.88,267468.74,9.1
458031.54,15.58,2.89,267303.89,9.09
458057.56,15.58,2.89,267138.21,9.09
457894.82,15.58,2.89,266949.0,9.09
457787.61,15.59,2.89,267316.32,9.1
457606.36,15.59,2.89,267098.66,9.1
457424.08,15.58,2.89,266889.32,9.09
457693.61,15.59,2.9,267862.79,9.13
457305.09,15.58,2.89,267639.38,9.12
456965.81,15.57,2.88,266836.12,9.09
457295.74,15.59,2.89,267775.42,9.13
457419.53,15.59,2.9,267778.37,9.13
457256.79,15.59,2.9,267506.85,9.12
457115.09,15.6,2.9,267579.18,9.13
457136.91,15.6,2.91,267719.97,9.14
457012.87,15.6,2.91,267576.44,9.13
456698.07,15.59,2.9,267185.63,9.12
457025.34,15.61,2.92,267422.57,9.13
457025.34,15.61,2.92,267422.57,9.13
457025.34,15.61,2.92,267422.57,9.13
456009.96,15.62,2.92,266939.1,9.14
456133.76,15.63,2.93,266927.57,9.14
456159.78,15.63,2.94,266727.0,9.14
456435.57,15.64,2.95,267027.86,9.15
455856.12,15.64,2.95,266700.19,9.15
455810.63,15.65,2.95,267294.16,9.18
454795.25,15.65,2.96,266810.69,9.18
454795.25,15.65,2.96,266810.69,9.18
454919.05,15.66,2.97,266771.84,9.19
454756.31,15.66,2.97,266542.12,9.18
454447.65,15.66,2.97,266530.83,9.19
453432.27,15.67,2.98,266047.36,9.2
453308.23,15.67,2.98,266269.37,9.21
453126.98,15.67,2.98,266188.03,9.21
452762.56,15.68,2.99,265956.38,9.21
452634.31,15.68,2.99,265754.28,9.21
451618.93,15.69,3.0,265270.81,9.22
451339.36,15.68,2.99,264956.77,9.21
450323.98,15.69,3.0,264473.3,9.22
450216.77,15.69,3.0,264737.44,9.23
449982.51,15.69,3.0,264595.26,9.23
449801.26,15.69,3.0,264313.33,9.22
449821.04,15.7,3.0,264202.96,9.22
449627.53,15.69,3.0,264267.87,9.22
450079.33,15.71,3.02,264294.96,9.23
450079.33,15.71,3.02,264294.96,9.23
449916.59,15.71,3.02,264056.94,9.22
448901.2,15.72,3.03,263573.47,9.23
448927.23,15.73,3.03,263499.35,9.23
448781.31,15.73,3.04,263821.94,9.25
448657.28,15.73,3.04,263638.51,9.24
448476.03,15.73,3.04,263439.66,9.24
448495.8,15.73,3.04,264125.15,9.27
448302.29,15.73,3.04,263948.2,9.26
448302.29,15.73,3.04,263948.2,9.26
448302.29,15.73,3.04,263948.2,9.26
448185.35,15.73,3.04,264468.82,9.28
448309.14,15.74,3.05,264452.48,9.29
448071.83,15.74,3.05,264105.9,9.28
448071.83,15.74,3.05,264105.9,9.28
447056.44,15.75,3.06,263622.43,9.29
447056.44,15.75,3.06,263622.43,9.29
447056.44,15.75,3.06,263622.43,9.29
446893.7,15.75,3.06,263370.2,9.28
446752.0,15.75,3.06,263457.66,9.29
446585.05,15.75,3.06,263399.04,9.29
446491.3,15.75,3.06,263482.46,9.29
446299.95,15.75,3.06,263972.38,9.31
446650.84,15.76,3.07,263573.2,9.3
446457.26,15.76,3.07,263695.3,9.31
445441.88,15.77,3.08,263237.33,9.32
445754.44,15.79,3.09,263337.55,9.33
445754.44,15.79,3.09,263337.55,9.33
445591.7,15.79,3.09,263062.54,9.32
445756.96,15.8,3.1,263346.47,9.33
445939.05,15.81,3.11,263174.09,9.33
445815.01,15.81,3.12,262968.29,9.32
445633.76,15.81,3.11,262910.87,9.33
445653.53,15.81,3.12,263852.7,9.36
444638.15,15.82,3.13,263369.22,9.37
444638.15,15.82,3.13,263369.22,9.37
444444.64,15.82,3.13,263226.54,9.37
445006.96,15.84,3.15,263299.36,9.37
444844.22,15.84,3.15,263095.66,9.37
444475.7,15.83,3.14,263386.72,9.38
444475.7,15.83,3.14,263386.72,9.38
443460.31,15.84,3.15,262903.25,9.39
443460.31,15.84,3.15,262903.25,9.39
442444.93,15.85,3.16,262419.78,9.4
442470.95,15.85,3.16,262230.2,9.4
442653.04,15.87,3.17,262022.99,9.39
442529.0,15.87,3.17,262522.99,9.41
442347.75,15.87,3.17,262239.79,9.41
442377.62,15.87,3.18,261976.89,9.4
442637.26,15.88,3.19,263056.19,9.44
442637.26,15.88,3.19,263056.19,9.44
442761.06,15.89,3.2,263074.59,9.44
442382.28,15.88,3.19,262654.52,9.43
442219.54,15.88,3.19,262422.66,9.42
442056.8,15.88,3.19,262331.74,9.43
441786.85,15.88,3.19,262646.5,9.44
441786.85,15.88,3.19,262646.5,9.44
441422.43,15.89,3.2,262414.84,9.45
441241.18,15.89,3.2,262137.7,9.44
440225.79,15.9,3.21,261654.23,9.45
440056.8,15.9,3.21,261681.27,9.46
439863.29,15.9,3.21,261437.53,9.45
439567.76,15.89,3.2,261152.06,9.44
439907.35,15.91,3.21,261378.7,9.45
439530.55,15.9,3.2,261074.62,9.44
439538.07,15.9,3.21,261053.34,9.44
439369.08,15.9,3.21,261324.3,9.46
439175.57,15.9,3.21,261134.62,9.45
438160.18,15.91,3.22,260651.14,9.46
438472.75,15.92,3.23,260751.37,9.47
438310.01,15.92,3.23,260476.35,9.46
438147.27,15.92,3.23,260740.82,9.48
438190.12,15.93,3.24,260585.44,9.47
438066.08,15.93,3.24,260451.14,9.47
438066.08,15.93,3.24,260451.14,9.47
438066.08,15.93,3.24,260451.14,9.47
437701.66,15.94,3.25,260175.37,9.48
437520.41,15.94,3.25,260021.21,9.47
437540.18,15.95,3.25,260602.32,9.5
437535.44,15.95,3.26,260639.91,9.5
437428.23,15.95,3.26,260820.85,9.51
437246.98,15.95,3.26,260624.2,9.51
437246.98,15.95,3.26,260624.47,9.51
437077.99,15.95,3.26,260527.0,9.51
436779.99,15.94,3.25,260288.58,9.5
436775.25,15.95,3.25,260405.34,9.51
437227.04,15.97,3.27,260432.43,9.51
437064.3,15.97,3.27,260149.3,9.5
437090.33,15.97,3.28,260507.33,9.52
436792.33,15.96,3.27,260288.43,9.51
437048.87,15.98,3.28,260037.47,9.51
436941.66,15.98,3.29,259919.72,9.5
436760.41,15.98,3.29,260524.37,9.53
436591.42,15.98,3.28,260724.08,9.54
436836.43,15.99,3.3,261029.34,9.55
437288.23,16.01,3.32,261056.44,9.56
437125.49,16.01,3.32,260773.31,9.55
436962.75,16.01,3.32,261128.97,9.57
437005.6,16.02,3.32,260858.5,9.56
436707.6,16.01,3.31,260529.27,9.55
436583.56,16.01,3.32,260518.47,9.55
436402.31,16.01,3.31,260355.72,9.55
436422.09,16.01,3.32,261002.1,9.58
436228.58,16.01,3.32,260815.24,9.57
436680.38,16.03,3.34,260842.33,9.58
436517.64,16.03,3.34,260618.1,9.57
436375.93,16.03,3.34,261000.43,9.59
436375.93,16.03,3.34,261000.43,9.59
436208.98,16.03,3.34,260809.5,9.59
436084.95,16.03,3.34,260556.28,9.58
435903.7,16.03,3.34,260928.27,9.6
435903.7,16.03,3.34,260928.27,9.6
435744.8,16.03,3.34,260768.91,9.59
435541.2,16.03,3.34,260659.77,9.59
435664.99,16.04,3.35,260645.16,9.6
435664.99,16.04,3.35,260645.16,9.6
435664.99,16.04,3.35,260645.16,9.6
435691.02,16.05,3.35,260455.17,9.59
435691.02,16.05,3.35,260455.17,9.59
435691.02,16.05,3.35,260455.17,9.59
435322.5,16.04,3.34,260163.85,9.58
434997.02,16.04,3.34,260334.68,9.6
434889.8,16.04,3.35,260210.06,9.6
434708.55,16.04,3.34,260026.71,9.59
434549.66,16.04,3.35,260346.82,9.61
434346.05,16.04,3.34,260069.52,9.6
434469.85,16.05,3.35,260007.14,9.6
434307.11,16.05,3.35,259800.95,9.6
